location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Hospital,Multipurpose Room,Rain Water Harvesting,Vaastu Compliant,ATM,Car Parking,Intercom,Maintenance Staff,School,Shopping Mall,Staff Quarter,Golf Course,Cafeteria,Indoor Games
Yadagirigutta,1089,200000,INR,1,1,0,"A plot is available at a prime location in Yadagirigutta. It has an area of 1089 sqft. The property is available at a price of Rs. 2.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Sector 54,4500,40000000,INR,1,0,0,"A plot is available at a prime location in Sector 54. It has an area of 4500 sqft and is priced at Rs. 4.00 cr . It is facing southeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,southeast,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Sector 80,4500,42500000,INR,1,0,0,"A plot is available at a prime location in Sector 80. It has an area of 4500 sqft. The property is available at a price of Rs. 4.25 cr . It is southeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,southeast,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,1629,3620000,INR,1,1,0,"This plot is situated in Yadagirigutta, Chandigarh. It has an area of 1629 sqft and is priced at Rs. 36.20 lac . It is facing southwest direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,southwest,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,1566,3480000,INR,1,1,0,A plot is available at a prime location in Yadagirigutta. It has an area of 1566 sqft. The property is available at a price of Rs. 34.80 lac . It is south facing property. The society is well connected by different modes of transportation. Please contact for more details. ,1,south,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,2169,4820000,INR,1,1,0,"A plot is available at a prime location in Yadagirigutta. It has an area of 2169 sqft. The property is available at a price of Rs. 48.20 lac . It is west facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,west,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,2403,5340000,INR,1,1,0,"This plot is available for sale and is located in the heart of Yadagirigutta. It has a salable area of 2403 sqft and is available at a price of Rs. 2,222 per sqft. Its entry is northwest facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,northwest,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,2052,4560000,INR,1,1,0,"This plot is situated in Yadagirigutta. It is facing south direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,south,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,2637,5860000,INR,1,1,0,"A plot is available at a prime location in Yadagirigutta. It has an area of 2637 sqft. The property is available at a price of Rs. 58.60 lac . Its entry is southwest facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,southwest,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,2871,6380000,INR,1,1,0,"A plot property is available for sale in Yadagirigutta, Chandigarh. It has an area of 2871 sqft and is priced at Rs. 63.80 lac . It is facing south direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,south,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,2457,5460000,INR,1,1,0,"This plot is situated in Yadagirigutta. It has an area of 2457 sqft and is priced at Rs. 54.60 lac . It is facing southwest direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,southwest,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,1656,3680000,INR,1,1,0,"A plot property is available for sale in Yadagirigutta, Chandigarh. It is facing northwest direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,northwest,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,1557,3460000,INR,1,1,0,"This plot is situated in Yadagirigutta. It has an area of 1557 sqft. The property is available at a price of Rs. 34.60 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,2457,5460000,INR,1,1,0,"This plot is situated in Yadagirigutta. It has an area of 2457 sqft and is priced at Rs. 54.60 lac . It is facing southwest direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,southwest,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,2637,5860000,INR,1,1,0,"A plot is available at a prime location in Yadagirigutta. It has an area of 2637 sqft. The property is available at a price of Rs. 58.60 lac . Its entry is southwest facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,southwest,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,2871,6380000,INR,1,1,0,"A plot property is available for sale in Yadagirigutta, Chandigarh. It has an area of 2871 sqft and is priced at Rs. 63.80 lac . It is facing south direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,south,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,1575,3500000,INR,1,1,0,"A plot is available at a prime location in Yadagirigutta. It has an area of 1575 sqft and is priced at Rs. 35.00 lac . It is facing south direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,south,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,1800,4000000,INR,1,1,0,"A plot is available at a prime location in Yadagirigutta. It has an area of 1800 sqft. The property is available at a price of Rs. 40.00 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,1899,4220000,INR,1,1,0,"This plot is situated in Yadagirigutta. It has a salable area of 1899 sqft and is available at a price of Rs. 2,222 per sqft. Its entry is southeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,southeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,1629,3620000,INR,1,1,0,"This plot is situated in Yadagirigutta, Chandigarh. It has an area of 1629 sqft and is priced at Rs. 36.20 lac . It is facing southwest direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,southwest,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,1566,3480000,INR,1,1,0,A plot is available at a prime location in Yadagirigutta. It has an area of 1566 sqft. The property is available at a price of Rs. 34.80 lac . It is south facing property. The society is well connected by different modes of transportation. Please contact for more details. ,1,south,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,2169,4820000,INR,1,1,0,"A plot is available at a prime location in Yadagirigutta. It has an area of 2169 sqft. The property is available at a price of Rs. 48.20 lac . It is west facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,west,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,2403,5340000,INR,1,1,0,"This plot is available for sale and is located in the heart of Yadagirigutta. It has a salable area of 2403 sqft and is available at a price of Rs. 2,222 per sqft. Its entry is northwest facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,northwest,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,2052,4560000,INR,1,1,0,"This plot is situated in Yadagirigutta. It is facing south direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,south,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,1602,3560000,INR,1,1,0,"This plot is available for sale and is located in the heart of Yadagirigutta. It is north facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,north,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
New chandigarh mohali,2170,15500000,INR,1,0,0,"This plot is available for sale and is located in the heart of New chandigarh mohali. It has an area of 2170 sqft and is priced at Rs. 1.55 cr . Its entry is southeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,southeast,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,
New chandigarh mohali,1800,8000000,INR,0,0,0,"This plot is situated in New chandigarh mohali, Chandigarh. It has an area of 1800 sqft. The property is available at a price of Rs. 80.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
Sunny Enclave,1917,4700000,INR,1,0,0,"A plot is available at a prime location in Sunny Enclave. It has an area of 1917 sqft and is priced at Rs. 47.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,southeast,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,
Sector 60,1728,6450000,INR,1,0,0,"A plot property is available for sale in Sector 60, Chandigarh. It has a salable area of 1728 sqft and is available at a price of Rs. 3,732 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,east,0,5,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,
Sunny Enclave,1800,5600000,INR,1,0,0,"A plot is available at a prime location in Sunny Enclave. It has an area of 1800 sqft. The property is available at a price of Rs. 56.00 lac . It is southeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,southeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,2745,6100000,INR,1,1,0,"A plot property is available for sale in Yadagirigutta, Chandigarh. It has an area of 2745 sqft and is priced at Rs. 61.00 lac . It is southwest facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,southwest,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Sector 77,1125,9700000,INR,1,0,0,"1125 Square feet Plot for sale in Sector 77, Mohali. This land has a dimension of 45.0 mt length 25.0 mt width. Price. The plot is East facing. There are 1 open sides for this plot. The width of the facing road is 40.0 mt. The maximum floor allowed for construction on this plot is 3. The most popular landmarks near this plot are Sham Sweets, Maan Restaurant & Sweets Shop, and Sahib Tent",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Sector 78,1125,11000000,INR,1,0,0,"1125 Square feet Plot for sale in Sector 78, Mohali. This land has a dimension of 45.0 mt length 25.0 mt width. Price. The plot is North-East facing. There are 1 open sides for this plot. The width of the facing road is 40.0 mt. The maximum floor allowed for construction on this plot is 3. The most popular landmarks near this plot are B.S.H. Arya Senior Secondary School, Kukreja Departmental Store, and Karan General Store",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,2025,1350000,INR,1,1,0,"A plot is available at a prime location in Yadagirigutta. It has an area of 2025 sqft and is priced at Rs. 13.50 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,1809,1407000,INR,1,1,0,"It has a salable area of 1809 sqft and is available at a price of Rs. 777 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,
New chandigarh mohali,2970,16500000,INR,1,0,0,"A plot is available for sale in New chandigarh mohali, Chandigarh. It has an area of 2970 sqft. The property is available at a price of Rs. 1.65 cr . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
New chandigarh mohali,936,9500000,INR,1,0,0,"This plot is situated in New chandigarh mohali. It has an area of 936 sqft and is priced at Rs. 95.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
New chandigarh mohali,1854,16500000,INR,1,0,0,"A plot is available for sale in New chandigarh mohali, Chandigarh. It has a salable area of 1854 sqft and is available at a price of Rs. 8,899 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mullanpur Garibdass,2720,22500000,INR,1,0,0,"A plot is available at a prime location in Mullanpur Garibdass. It is facing west direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,west,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
New chandigarh mohali,2250,10000000,INR,1,0,0,"A plot property is available for sale in New chandigarh mohali, Chandigarh. It has an area of 2250 sqft. The property is available at a price of Rs. 1.00 cr . It is north facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,north,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,
New chandigarh mohali,1800,13500000,INR,1,0,0,"It has an area of 1800 sqft and is priced at Rs. 1.35 cr . It is facing north direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,north,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
New chandigarh mohali,2700,16000000,INR,1,0,0,"A plot property is available for sale in New chandigarh mohali, Chandigarh. It has an area of 2700 sqft. The property is available at a price of Rs. 1.60 cr . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,1089,847000,INR,1,1,0,"This plot is available for sale and is located in the heart of Yadagirigutta. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dera Bassi,720,1350000,INR,,1,1,,1,north,0,0,0,0,1,1,1,0,0,1,1,0,7.1,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
Dera Bassi,720,1290000,INR,,1,1,,1,north,0,0,0,0,0,1,1,1,1,1,1,0,7.1,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
Dera Bassi,900,1900000,INR,,1,1,,1,northeast,0,0,0,1,1,1,1,1,1,1,1,0,7.1,,123.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Dera Bassi,900,1400000,INR,,1,1,,1,northeast,0,0,0,0,0,1,1,0,0,0,0,0,7.1,,,1.0,,,,1.0,1.0,,,,1.0,,,,
Dera Bassi,792,1250000,INR,,1,1,,1,northeast,0,0,0,0,0,1,1,0,0,0,0,0,7.1,,,1.0,,,,1.0,,,1.0,,1.0,,,,
Dera Bassi,747,1200000,INR,,1,1,,1,northeast,0,0,0,0,1,1,0,0,0,0,0,0,7.1,,,1.0,,,,1.0,1.0,,,,,,,,
Dera Bassi,693,1100000,INR,,1,1,,1,northeast,0,0,0,0,0,1,1,0,1,0,0,0,7.1,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,
Dera Bassi,657,1000000,INR,,1,1,,1,northeast,0,0,0,1,0,1,1,0,0,1,1,0,7.1,,,,,,,,,,,,,,,,
Dera Bassi,900,849000,INR,,1,1,,1,north,0,0,0,0,0,1,0,0,0,1,1,0,7.1,,123.0,,,1.0,1.0,,,,,,,,,,
Dera Bassi,900,1399000,INR,,1,1,,1,north,0,0,0,0,1,1,0,0,0,1,1,0,7.1,,,,,1.0,1.0,,1.0,,1.0,,1.0,,,,
Dera Bassi,900,1899000,INR,,1,1,,1,north,0,0,0,0,1,1,1,1,1,1,1,0,7.1,,123.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Yadagirigutta,2178,1580000,INR,1,1,0,"A plot is available for sale in Yadagirigutta, Chandigarh. It has an area of 2178 sqft and is priced at Rs. 15.80 lac . Its entry is east facing. The site is in close proximity to various civic utilities. Contact us for more details. ",1,east,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
Mullanpur,2178,8600000,INR,1,0,0,"Available for Sale Plot in Altus Muirwoods Phase-2, New Chandigarh Mullanpur. it is Salable Area 242 Sq, yds, Very Close to PR-7, Airport Road. Best Invest With Us. Very Reasonable Price. Call for More Information",1,north,0,0,0,1,1,0,1,1,1,0,0,1,,,,1.0,,1.0,,,,,1.0,1.0,,,,,
Mullanpur,1800,14200000,INR,1,0,0,"This plot is situated in Mullanpur. It has an area of 1800 sqft and is priced at Rs. 1.42 cr . It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,northeast,0,1,0,0,0,0,0,0,0,0,0,0,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,
Mullanpur,2115,8500000,INR,,0,0,"Available for Sale Plot in Altus Muirwoods Phase-2, New Chandigarh Mullanpur. it is Salable Area 235 Sq, yds, Registry Done, No Extra Charges. Very Close to PR-7, Airport Road. Best Invest With Us. Very Reasonable Price. Call for More Information",1,southeast,0,0,0,1,1,0,1,1,1,0,0,1,,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,
Mullanpur,2178,9000000,INR,1,0,0,"Available for Sale Plot in Altus Muirwoods Phase-2, New Chandigarh Mullanpur. it is Salable Area 242 Sq, yds, Very Close to PR-7, Airport Road. Best Invest With Us. Very Reasonable Price. Call for More Information",1,east,0,0,0,1,1,0,1,1,1,0,1,1,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,
Mullanpur,900,7800000,INR,,0,0,"A plot is available for sale in Mullanpur, Chandigarh. It has an area of 900 sqft. The property is available at a price of Rs. 78.00 lac . Its entry is north facing. It is well connected to the city areas. Please contact for more details. ",1,north,0,0,0,0,0,0,0,0,0,0,0,1,,,,1.0,,1.0,,,,,,1.0,1.0,,,,
Mullanpur,1800,15500000,INR,1,0,0,"It has an area of 1800 sqft. The property is available at a price of Rs. 1.55 cr . The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,1,,,,1.0,,1.0,,,,,,1.0,1.0,,,,
Mullanpur,3078,10500000,INR,,0,0,"Available for Sale Plot in Altus Muirwoods Phase-2, New Chandigarh Mullanpur. it is Salable Area 342 Sq, yds, Very Close to PR-7, Airport Road. Best Invest With Us. Very Reasonable Price. Call for More Information",1,east,0,0,0,1,1,0,1,1,1,0,0,1,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,
Mullanpur,1080,5100000,INR,1,0,0,"Available for Sale Plot in Altus Muirwoods Phase-2, New Chandigarh Mullanpur. it is Salable Area 120 Sq, yds, Very Close to PR-7, Airport Road. Best Invest With Us. Very Reasonable Price. Call for More Information",1,north,0,0,0,1,1,0,1,1,1,0,0,1,,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,
New Chandigarh Mullanpur,1350,5848500,INR,0,1,1,"REAL ESTATE DEVELOPERS IN CHANDIGARH

SBP Group, renowned for its unique architectural solutions, has marked its presence within the high land business of Tricity (Mohali, Zirakpur, and Derabassi) right from its origin. Within 14 years of expertise beneath its belt, SBP Group has established itself as one of the Best Builders in Chandigarh. Their rich history of interiors with a classy location and atmosphere is often their most appealing property as they are operational within the prime locations of Chandigarh, Mohali, and Zirakpur. With the victorious completion of many prestigious projects in a fast time span, they have marked a position for themselves in this city’s emerging real estate sector in the name of the Best Real Estate Developers in Chandigarh.",1,,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,1.0,,,,,,,,
Mullanpur New Chandigarh,900,4500000,INR,0,1,1,"This plot is situated in Mullanpur New Chandigarh, Chandigarh. The amenities include rain water harvesting, 24 x 7 security, swimming pool, car parking, gymnasium, power backup and club house. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mullanpur,2250,17000000,INR,1,0,0,"This plot is situated in Mullanpur, Chandigarh. Its entry is north facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,north,0,0,0,1,1,1,1,1,1,1,0,1,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,
Mullanpur,3150,21500000,INR,,0,0,"This plot is available for sale and is located in the heart of Mullanpur. Its entry is north facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,north,0,0,0,1,1,0,1,1,1,0,0,1,,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,
Mullanpur New Chandigarh,1350,8500000,INR,,0,0,"It has an area of 1350 sqft and is priced at Rs. 85.00 lac . One of the major USPs of the property is that it is a garden facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,,1.0,,,,,,1.0,,,,,
Mullanpur New Chandigarh,2142,8500000,INR,,0,0,"Plot for sale altus phase 1 , new Chandigarh. backside park, Sai Om Real Estate we deal in all kinds of residential, commercial , builder projects ( Omaxe , dlf , altus, suntec city , ambika, manohar palm residency) and agricultural lands in the vicinity of chandigarh .",1,northeast,0,0,0,1,1,0,0,0,0,0,0,1,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,
Mullanpur New Chandigarh,909,5500000,INR,,0,0,"Available corner Plot For sale in Altus Muirwoods Phase-1 New Chandigarh Mullanpur. Its a salable Area 101 sq, yds. this is a Registry Case Plot. call for more information",1,north,0,0,0,1,1,0,1,1,1,0,0,1,,,,1.0,,,,1.0,,,,1.0,,,,,
Yadagirigutta,1500,2422000,INR,1,1,0,"A plot property is available for sale in Yadagirigutta, Chandigarh. It has a salable area of 1502 sqft and is available at a price of Rs. 1,612 per sqft. Its entry is southwest facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,southwest,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,1500,2400000,INR,1,1,0,"A plot is available for sale in Yadagirigutta, Chandigarh. It has a salable area of 1503 sqft and is available at a price of Rs. 1,596 per sqft. Its entry is west facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,west,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mullanpur,1800,14200000,INR,,0,0,"A plot property is available for sale in Mullanpur, Chandigarh. It has an area of 1800 sqft. The property is available at a price of Rs. 1.42 cr . Its entry is north facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,north,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,,
Mullanpur,900,7800000,INR,,0,0,"This plot is situated in Mullanpur, Chandigarh. It has an area of 900 sqft and is priced at Rs. 78.00 lac . Its entry is north facing. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,north,0,0,0,0,0,0,0,0,0,0,0,1,,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,,
Mullanpur,1800,14500000,INR,,0,0,"This plot is situated in Mullanpur. It has an area of 1800 sqft and is priced at Rs. 1.45 cr . Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details.",1,northeast,0,0,0,0,0,0,0,0,0,0,0,1,,,,1.0,,1.0,,,,,,1.0,1.0,,,,
Mullanpur,2178,8400000,INR,,0,0,"Available for sale 242 sq, yds plot in Altus Muirwoods Eco city New chandigarh Mullanpur. Very Nice Location of this plot. near to Pr-7 Airport Road. call for more information",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
