location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Multipurpose Room,Intercom,Maintenance Staff,Car Parking,Rain Water Harvesting,Vaastu Compliant,Indoor Games,Golf Course,Cafeteria,ATM,Hospital,School,Shopping Mall,Staff Quarter
Keshav Nagar,2000,800000,INR,1,1,0,"This plot is situated in Keshav Nagar. It has an area of 2000 sqft. The property is available at a price of Rs. 8.00 lac . It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,northeast,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,1595000,INR,1,1,0,"A plot is available at a prime location in kesnand. It has an area of 1000 sqft. The property is available at a price of Rs. 15.95 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,1330000,INR,1,1,0,"This plot is situated in kesnand. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,1320000,INR,1,1,0,"This plot is situated in kesnand. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,1328000,INR,1,1,0,"This plot is situated in kesnand, Pune. It has a salable area of 1000 sqft and is available at a price of Rs. 1,328 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Manjari Budruk,1000,175000,INR,1,1,0,"A plot property is available for sale in Manjari Budruk, Pune. It has a salable area of 1000 sqft and is available at a price of Rs. 175 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,1560555,INR,1,1,0,"A plot is available for sale in kesnand, Pune. It has an area of 1000 sqft and is priced at Rs. 15.61 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Keshav Nagar,2090,836000,INR,1,1,0,"This plot is situated in Keshav Nagar, Pune. It has a salable area of 2090 sqft and is available at a price of Rs. 400 per sqft. It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1,northeast,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,1299500,INR,1,1,0,"This plot is available for sale and is located in the heart of kesnand. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,1295999,INR,1,1,0,"A plot property is available for sale in kesnand, Pune. It has an area of 1000 sqft. The property is available at a price of Rs. 12.96 lac . It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,1315000,INR,1,1,0,"This plot is available for sale and is located in the heart of kesnand. It has a salable area of 1000 sqft and is available at a price of Rs. 1,315 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,800000,INR,1,1,0,"This plot is situated in kesnand. It has a salable area of 1000 sqft and is available at a price of Rs. 800 per sqft. Its entry is west facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,west,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Wagholi,1000,799998,INR,1,1,0,"A plot property is available for sale in Wagholi, Pune. It has a salable area of 1000 sqft and is available at a price of Rs. 799 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,,,,,,,,,
kesnand,1000,799999,INR,1,1,0,"A plot is available at a prime location in kesnand. It has an area of 1000 sqft and is priced at Rs. 8.00 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,1548500,INR,1,1,0,"A plot property is available for sale in kesnand, Pune. It has an area of 1000 sqft. The property is available at a price of Rs. 15.48 lac . Its entry is west facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,west,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,1549656,INR,1,1,0,"1000 Square feet Plot for sale in Kesnand, Pune. This land has a dimension of 25.0 mt length 40.0 mt width. Price. The width of the facing road is 18.0 mt. The most popular landmarks near this plot are Dyanankur English Medium School, Hotel Nisarg, and Ashram School",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Fursungi,1000,249999,INR,1,1,0,"This plot is situated in Fursungi. It has an area of 1000 sqft. The property is available at a price of Rs. 2.50 lac . It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,1,0,0,0,0,8.1,,,,,,,,,,,,,,,,
kesnand,1000,1300599,INR,1,1,0,"This plot is situated in kesnand, Pune. It has an area of 1000 sqft. The property is available at a price of Rs. 13.01 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,1300500,INR,1,1,0,"This plot is situated in kesnand. It has an area of 1000 sqft. The property is available at a price of Rs. 13.01 lac . It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mohammed wadi,18000,57000000,INR,1,1,0,"A plot property is available for sale in Mohammed wadi, Pune. It has an area of 18000 sqft and is priced at Rs. 5.70 cr . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,1321000,INR,1,1,0,"This plot is situated in kesnand. It has an area of 1000 sqft. The property is available at a price of Rs. 13.21 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,1290000,INR,1,1,0,"A plot is available at a prime location in kesnand. It has a salable area of 1000 sqft and is available at a price of Rs. 1,290 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,1300000,INR,1,1,0,"A plot is available for sale in kesnand, Pune. It has an area of 1000 sqft and is priced at Rs. 13.00 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,1259999,INR,1,1,0,"This plot is situated in kesnand. It has an area of 1000 sqft and is priced at Rs. 12.60 lac . It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,1300599,INR,1,1,0,"A plot is available at a prime location in kesnand. It has an area of 1000 sqft and is priced at Rs. 13.01 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,1310333,INR,1,1,0,"A plot is available at a prime location in kesnand. It has an area of 1000 sqft. The property is available at a price of Rs. 13.10 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,1295000,INR,1,1,0,"A plot is available at a prime location in kesnand. It has an area of 1000 sqft and is priced at Rs. 12.95 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,1321500,INR,1,1,0,"A plot is available for sale in kesnand, Pune. It has an area of 1000 sqft. The property is available at a price of Rs. 13.22 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
