,location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Swimming Pool,Jogging Track,Landscaped Gardens,Sports Facility,Gymnasium,locality_score,project_score,builder_experience,Indoor Games,Rain Water Harvesting,Intercom,Maintenance Staff,Vaastu Compliant,Car Parking,Shopping Mall,Multipurpose Room,ATM,Staff Quarter,Hospital,School,Cafeteria,Golf Course
1968,Lucknow Varanasi Road,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Lucknow Varanasi Road. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is a pool facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1969,Lucknow Varanasi Road,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is available for sale and is located in the heart of Lucknow Varanasi Road. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1970,Sultanpur Road,800.0,559200.0,INR,1.0,1.0,1.0,"This plot is situated in Sultanpur Road. It is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1971,Sultanpur Road,800.0,559200.0,INR,1.0,1.0,1.0,"A plot is available at a prime location in Sultanpur Road. The plot provides an excellent view as it overlooks the pool. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1972,Lucknow Varanasi Road,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot is available at a prime location in Lucknow Varanasi Road. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1973,Lucknow Varanasi Road,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Lucknow Varanasi Road. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1974,Lucknow Varanasi Road,1000.0,699000.0,INR,1.0,1.0,1.0,"It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1975,Lucknow Varanasi Road,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is available for sale and is located in the heart of Lucknow Varanasi Road. One of the major USPs of the property is that it is a road facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1976,Lucknow Varanasi Road,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Lucknow Varanasi Road, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). The plot provides an excellent view as it is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1977,Lucknow Varanasi Road,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot is available at a prime location in Lucknow Varanasi Road. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is a pool facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1978,Lucknow Varanasi Road,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is available for sale and is located in the heart of Lucknow Varanasi Road. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1979,Lucknow Varanasi Road,1000.0,699000.0,INR,1.0,1.0,1.0,A plot is available at a prime location in Lucknow Varanasi Road. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. It is east facing property. The property is available on freehold. The society is well connected by different modes of transportation. Contact us for more details. ,1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1980,Gosainganj,1000.0,419000.0,INR,1.0,1.0,1.0,"This plot is situated in Gosainganj, Lucknow. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,
1981,Sultanpur Road,1000.0,699000.0,INR,1.0,1.0,1.0,"It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1982,Arjunganj,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Sultanpur Road. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). One of the major USPs of the property is that it is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details.",1.0,east,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1983,Omaxe City,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot is available for sale in Omaxe City, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1984,Gosainganj,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Sultanpur Road. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). One of the major USPs of the property is that it is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details.",1.0,east,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,ahmamau,1000.0,699000.0,INR,1.0,1.0,1.0,"It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). The plot provides an excellent view as it overlooks the pool. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1986,Sahid Path,1000.0,419000.0,INR,1.0,1.0,1.0,"It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). One of the major USPs of the property is that it is a road facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
1987,Sahid Path,1000.0,419000.0,INR,1.0,1.0,1.0,"A plot is available for sale in Sahid Path, Lucknow. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1988,Gosainganj,1000.0,419000.0,INR,1.0,1.0,1.0,"This plot is situated in Gosainganj. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1989,Sahid Path,1000.0,419000.0,INR,1.0,1.0,1.0,"A plot is available for sale in Sahid Path, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1990,Gomti Nagar,1000.0,419000.0,INR,1.0,1.0,1.0,"This plot is situated in Gomti Nagar, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,8.5,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1991,Sultanpur Road,1000.0,419000.0,INR,1.0,1.0,1.0,"A plot is available for sale in Sultanpur Road, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). The plot provides an excellent view as it overlooks the road. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1992,Gomti Nagar Extension,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot property is available for sale in Gomti Nagar Extension, Lucknow. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is a garden facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
1993,Ansal API,1000.0,419000.0,INR,1.0,1.0,1.0,"This plot is situated in Ansal API, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1994,Gosainganj,1250.0,1800000.0,INR,1.0,1.0,1.0,"This plot is situated in Gosainganj, Lucknow. It has an area of 1250 sqft. The property is available at a price of Rs. 18.00 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1.0,east,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,
1995,amar shaheed path lucknow,1000.0,419000.0,INR,1.0,1.0,1.0,A plot is available at a prime location in amar shaheed path lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). The property is available on freehold. It is well connected to the city areas. Please contact us for more details. ,1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
