location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Swimming Pool,Sports Facility,Lift(s),Club House,Full Power Backup,Gymnasium,Rain Water Harvesting,Maintenance Staff,Jogging Track,Car Parking,Vaastu Compliant,Children's play area,24 X 7 Security,Landscaped Gardens,locality_score,project_score,builder_experience,School,ATM,Shopping Mall,Multipurpose Room,Intercom,Staff Quarter,Hospital,Indoor Games,Cafeteria,Golf Course
Gosainganj,1000,419000,INR,,1,1,"A plot property is available for sale in Gosainganj, Lucknow. It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,6.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gosainganj,1000,419000,INR,,1,1,"This plot is situated in Gosainganj. It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,6.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gosainganj,1000,419000,INR,,1,1,"This plot is situated in Gosainganj. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). The plot provides an excellent view as it is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,6.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gosainganj,1000,419000,INR,,1,1,"A plot is available at a prime location in Gosainganj. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,6.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gosainganj,1000,419000,INR,,1,1,This plot is available for sale and is located in the heart of Gosainganj. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. The plot provides an excellent view as it overlooks the pool. It is situated in the proximity of all the important facilities. Contact us for more details. ,1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,6.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chand Saray,1000,419000,INR,,1,1,"A plot is available for sale in Chand Saray, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gosainganj,1000,419000,INR,,1,1,"This plot is situated in Gosainganj, Lucknow. It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,6.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sultanpur Road,1000,599000,INR,,1,1,"This plot is situated in Sultanpur Road, Lucknow. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sultanpur Road,1250,748750,INR,,1,1,"It has an area of 1250 sqft and is priced at Rs. 7.49 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sultanpur Road,1250,1248750,INR,,1,1,"This plot is situated in Sultanpur Road, Lucknow. It has an area of 1250 sqft and is priced at Rs. 12.49 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sultanpur Road,1000,599000,INR,,1,1,"This plot is situated in Sultanpur Road. It has a salable area of 1000 sqft and is available at a price of Rs. 599 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sultanpur Road,1000,599000,INR,,1,1,"This plot is available for sale and is located in the heart of Sultanpur Road. It has an area of 1000 sqft. The property is available at a price of Rs. 5.99 lac (negotiable). It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sultanpur Lucknow Road,1000,599000,INR,,1,1,"This plot is situated in Sultanpur Lucknow Road, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 5.99 lac (negotiable). Its entry is east facing. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sultanpur Road,1000,599000,INR,,1,1,"This plot is available for sale and is located in the heart of Sultanpur Road. It has a salable area of 1000 sqft and is available at a price of Rs. 599 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sultanpur Road,1000,599000,INR,,1,1,"This plot is available for sale and is located in the heart of Sultanpur Road. It has a salable area of 1000 sqft and is available at a price of Rs. 599 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sultanpur Road,1250,748750,INR,,1,1,"A plot is available for sale in Sultanpur Road, Lucknow. It has a salable area of 1250 sqft and is available at a price of Rs. 599 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gossaiganj sultanpur road,1250,748750,INR,,1,1,"A plot is available for sale in gossaiganj sultanpur road, Lucknow. It has an area of 1250 sqft and is priced at Rs. 7.49 lac (negotiable). It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sultanpur Road,1000,599000,INR,,1,1,"This plot is situated in Sultanpur Road, Lucknow. It has an area of 1000 sqft and is priced at Rs. 5.99 lac (negotiable). It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cantonment,1000,500000,INR,,1,1,"This plot is situated in Cantonment, Lucknow. It has an area of 1000 sqft and is priced at Rs. 5.00 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sahid Path,1000,1500000,INR,1,1,1,"A plot is available for sale in Sahid Path, Lucknow. It is facing west direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,west,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sushant Golf City,1000,419000,INR,,1,1,"A plot is available at a prime location in Sushant Golf City. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Cantonment,1000,500000,INR,1,1,1,"A plot property is available for sale in Cantonment, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 5.00 lac (negotiable). It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sultanpur road near shaheed pa,11000,6990000,INR,,1,1,"This plot is available for sale and is located in the heart of sultanpur road near shaheed pa. It has a salable area of 11000 sqft and is available at a price of Rs. 635 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,east,0,0,1,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Chinhat,1000,1150000,INR,1,1,1,"A plot property is available for sale in Chinhat, Lucknow. It has an area of 1000 sqft and is priced at Rs. 11.50 lac (negotiable). It is a garden facing property. The property is available on freehold. The society is well connected by different modes of transportation. Kindly call us for details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
Arjunganj,1000,1150000,INR,1,1,1,"It has an area of 1000 sqft and is priced at Rs. 11.50 lac (negotiable). One of the major USPs of the property is that it is a garden facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
amar shaheed path lucknow,1000,1150000,INR,1,1,1,"A plot is available for sale in amar shaheed path lucknow, Lucknow. It has an area of 1000 sqft and is priced at Rs. 11.50 lac (negotiable). The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
Ekana Road,1000,1150000,INR,1,1,1,"This plot is situated in Ekana Road, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 11.50 lac (negotiable). It is a garden facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
