Price,Area,Location,Resale,Maintenance Staff,Gymnasium,Swimming Pool,Landscaped Gardens,Jogging Track,Rain Water Harvesting,Indoor Games,Shopping Mall,Intercom,Sports Facility,ATM,Club House,School,24 X 7 Security,Full Power Backup,Car Parking,Staff Quarter,Cafeteria,Multipurpose Room,Hospital,Childrens Play Area,Lift Available,Vaastu Compliant,Golf Course,Furnished,Latitude,Longitude
79.5,1589,Alwal,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,17.5022292,78.5088584
105,2025,Somajiguda,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17.4255053,78.4585197
105,2191,Kondapur,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,17.4681917,78.6914127
145,2270,Nanakramguda,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,17.4129831,78.338635
140,1615,Kondapur,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,17.4681917,78.6914127
112,1745,Nanakramguda,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,17.4129831,78.338635
75,960,Nanakramguda,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,17.4129831,78.338635
46.41,1190,Bachupally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5410548,78.3635484
166,2615,Nanakramguda,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,17.4129831,78.338635
135,2815,Kondapur,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,17.4681917,78.6914127
134,2800,Kondapur,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,17.4681917,78.6914127
124,2600,Kondapur,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,17.4681917,78.6914127
117,2452,Kondapur,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,17.4681917,78.6914127
135,2815,Kondapur,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,17.4681917,78.6914127
55,1604,Madinaguda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4917948,78.342306
55,1050,HMT Hills,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,17.5042727,78.3961341
80,1620,Gajularamaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5271759,78.4200077
160,2540,Kokapet,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,17.3948624,78.3365214
150,2160,Hitech City,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,17.4698143,78.3853779
70,1630,Toli Chowki,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,NA,NA
54,1050,Tilak Nagar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28.6365482,77.0964961
39,1150,Hitech City,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,17.4698143,78.3853779
148,2265,Hitech City,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,17.4698143,78.3853779
50,1035,Chititra Medchal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
80,1500,Madhapur,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17.4408924,78.3916304
98,1688,Somajiguda,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17.4255053,78.4585197
46,1100,Pragathi Nagar,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,17.5200154,78.3968876
121,1875,Kokapet,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,17.3948624,78.3365214
42,1050,BK Guda Road,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4445671,78.4465616
100,1800,Appa Junction Peerancheru,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,NA,NA
270,2625,Madhapur,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,17.4408924,78.3916304
270,3448,Gachibowli,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,17.4436222,78.3519638
150,2385,Shaikpet,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,17.4057955,78.4006536
112,1800,Nanakramguda,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,17.4129831,78.338635
200,2607,Kondapur,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,17.4681917,78.6914127
292,3240,Madhapur,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,17.4408924,78.3916304
258,2865,Madhapur,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,17.4408924,78.3916304
40.6,1125,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,17.4981977,78.3940251
140,2050,Serilingampally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4842051,78.2995091
297,3300,Banjara Hills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,17.4177464,78.4399014
32.5,1300,muthangi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.541791,78.228015
34.5,1240,Madinaguda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4917948,78.342306
98.55,1665,Nallagandla Gachibowli,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,17.4774828,78.3060359
75.36,1265,Nallagandla Gachibowli,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,17.4774828,78.3060359
97.82,2644,Nanakramguda,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,17.4129831,78.338635
25,1000,Beeramguda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5163573,78.3010473
65,1550,Central Excise Colony Hyderabad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17.3995625,78.514912
180,4500,Miyapur,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,17.4981608,78.3567628
53,1640,Madinaguda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4917948,78.342306
550,3450,Somajiguda,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,17.4255053,78.4585197
39,1150,Madhapur,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,17.4408924,78.3916304
39,1150,Beeramguda,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,17.5163573,78.3010473
107,1770,Kondapur,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,17.4681917,78.6914127
120,1960,Himayat Nagar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4039678,78.483456
38,980,Bowenpally,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,17.4755371,78.4792282
75,1195,Kondapur,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,17.4681917,78.6914127
90,1200,Ashok Nagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0400731,80.2159247
120,1590,Ashok Nagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0400731,80.2159247
150,2220,Nanakramguda,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,17.4129831,78.338635
126,1592,Kukatpally,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,17.4930841,78.4054408
65,1380,Barkatpura,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17.3926121,78.4969683
327.99999,4375,Madhapur,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,17.4408924,78.3916304
55,1640,Madinaguda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4917948,78.342306
37.2,1240,Madinaguda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4917948,78.342306
32,1300,Isnapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5441251,78.1978941
37.2,1240,Madinaguda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4917948,78.342306
56,1160,Nacharam,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,17.8231821,78.5361528
112,1695,Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,17.4930841,78.4054408
73.17,1090,Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,17.4930841,78.4054408
115,1275,Gachibowli,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,17.4436222,78.3519638
102,1350,Kokapet,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,17.3948624,78.3365214
63,1250,D D Colony,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17.3977645,78.5193422
135,2500,DD Colony,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4042771,78.5155338
227,3258,Nanakramguda,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,17.4129831,78.338635
52.42,1165,Miyapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,17.4981608,78.3567628
52,1250,Ramnagar Gundu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4080204,78.5123242
40,1300,Patancheru Shankarpalli Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
24,950,Patancheru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5286092,78.2674254
31,1100,BHEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7264832,78.7630502
39.36,1640,Gajulramaram Kukatpally,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA
146,2925,Serilingampally,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,17.4842051,78.2995091
130,1710,Kondapur,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,17.4681917,78.6914127
97.82,2664,Nanakramguda,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,17.4129831,78.338635
74,2000,Nanakramguda,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,17.4129831,78.338635
48,1150,Almasguda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17.3083337,78.5330493
41.4,1150,Pragathi Nagar,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,17.5200154,78.3968876
85,1145,Ashok Nagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0400731,80.2159247
165,1900,Kondapur,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,17.4681917,78.6914127
100,1580,Hitech City,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,17.4698143,78.3853779
105,2192,Kondapur,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,17.4681917,78.6914127
205,2595,Hitech City,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,17.4698143,78.3853779
57.6,960,Himayat Nagar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,17.4039678,78.483456
55,1665,Madinaguda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4917948,78.342306
24,950,Patancheru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5286092,78.2674254
122,1735,Kukatpally,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,17.4930841,78.4054408
96,1360,Kukatpally,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,17.4930841,78.4054408
85,1208,Kukatpally,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,17.4930841,78.4054408
122,1740,Kukatpally,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,17.4930841,78.4054408
46.8,1200,Bachupally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5410548,78.3635484
48.36,1240,Bachupally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5410548,78.3635484
48.36,1240,Bachupally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5410548,78.3635484
46.8,1200,Bachupally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5410548,78.3635484
62.4,1600,Bachupally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5410548,78.3635484
49.53,1270,Bachupally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5410548,78.3635484
43.2,1080,Alwal,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,17.5022292,78.5088584
48.5,1020,Allwyn Colony,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,17.5043618,78.4149849
48,1145,Miyapur Bachupally Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,NA,NA
80.31999,1575,Chandanagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,17.4872976,78.3322142
103,1700,Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,17.4930841,78.4054408
105,1730,Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,17.4930841,78.4054408
66.48999,1090,Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,17.4930841,78.4054408
170,2300,BK Guda Road,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,17.4445671,78.4465616
45,1147,Adibatla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
415,3900,Banjara Hills,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,17.4177464,78.4399014
451,3765,Banjara Hills,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,17.4177464,78.4399014
127,2021,Ashok Nagar,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,13.0400731,80.2159247
74,2000,Nanakramguda,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,17.4129831,78.338635
32.1,1125,Gajulramaram Kukatpally,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,NA,NA
150,2220,Nanakramguda,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,17.4129831,78.338635
150,2230,Nanakramguda,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,17.4129831,78.338635
162,1834,Manikonda,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,16.449897,80.8334595
425,4070,Madhapur,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,17.4408924,78.3916304
160,1834,Manikonda,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,16.449897,80.8334595
410,4700,Kukatpally,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,17.4930841,78.4054408
100,1314,Manikonda,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,16.449897,80.8334595
268,3355,Gachibowli,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,17.4436222,78.3519638
331,4146,Gachibowli,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,17.4436222,78.3519638
275,3448,Gachibowli,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,17.4436222,78.3519638
32,1200,Patancheru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5286092,78.2674254
32.5,1300,Patancheru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5286092,78.2674254
90,1600,DD Colony,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,17.4042771,78.5155338
350,7600,Kukatpally,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4930841,78.4054408
68,1515,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
68,1515,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
68,1515,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
68,1515,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
68,1515,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
68,1515,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
68,1515,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
68,1515,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
68,1515,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
68,1515,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
68,1515,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
68,1515,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
68,1515,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
68,1515,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
68,1515,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
68,1515,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
68,1515,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
68,1515,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
68,1513,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
68,1515,Pragathi Nagar Kukatpally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,17.4981977,78.3940251
110,1557,Sanath Nagar,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,17.4522594,78.4446705
31,1300,Patancheru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5286092,78.2674254
